id,meetings,crosslists,max_capacity,longname,identifier,instructor,weight,external_url,slug,assigned_students,waitlisted_students,is_locked,is_required,target_capacity,description,allow_pass_fail,allow_student_add_drop
30949,"[{'id': 37858, 'location': 'Kravis 820', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Economics of Strategic Behavior,BUECB8216-001-20221-EMBA,Maria Laura Doval,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-001,BUECB8216-001-20221-EMBA,0,0,True,False,1,In-person,False,True
30950,"[{'id': 37859, 'location': 'Kravis 820', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],15.0,(MBA - Full Term) Economics of Strategic Behavior,BUECB8216-001-20221-MSBA,Maria Laura Doval,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-001,BUECB8216-001-20221-MSBA,15,0,True,False,15,In-person,False,True
30951,"[{'id': 37860, 'location': 'Kravis 820', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],15.0,(MBA - Full Term) Economics of Strategic Behavior,BUECB8216-001-20221-MSNE,Maria Laura Doval,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-001,BUECB8216-001-20221-MSNE,15,0,True,False,15,In-person,False,True
30952,"[{'id': 37861, 'location': 'Geffen 540', 'day': 1, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Economics of Healthcare and Pharmaceuticals,BUECB8221-001-20221-EMBA,Frank Lichtenberg,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8221-001,BUECB8221-001-20221-EMBA,0,0,True,False,2,In-person,False,True
30953,"[{'id': 37862, 'location': 'Geffen 540', 'day': 1, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],9.0,(MBA - Full Term) Economics of Healthcare and Pharmaceuticals,BUECB8221-001-20221-MSBA,Frank Lichtenberg,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8221-001,BUECB8221-001-20221-MSBA,5,0,True,False,9,In-person,False,True
30954,"[{'id': 37863, 'location': 'Geffen 540', 'day': 1, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],14.0,(MBA - Full Term) Economics of Healthcare and Pharmaceuticals,BUECB8221-001-20221-MSNE,Frank Lichtenberg,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8221-001,BUECB8221-001-20221-MSNE,8,0,True,False,14,In-person,False,True
30955,"[{'id': 37866, 'location': 'Kravis 670', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37867, 'location': 'Kravis 670', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],15.0,(MBA - B Term) Accounting for Consultants,ACCTB8122-001-20221-MSPHD,Tim Baldenius,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8122-001,ACCTB8122-001-20221-MSPHD,8,0,True,False,15,In-person,False,True
30956,"[{'id': 37868, 'location': 'Kravis 670', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37869, 'location': 'Kravis 670', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],13.0,(MBA - B Term) Accounting for Consultants,ACCTB8122-001-20221-MSBA,Tim Baldenius,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8122-001,ACCTB8122-001-20221-MSBA,13,0,True,False,13,In-person,False,True
30957,"[{'id': 37870, 'location': 'Kravis 670', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37871, 'location': 'Kravis 670', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],18.0,(MBA - B Term) Accounting for Consultants,ACCTB8122-001-20221-MSNE,Tim Baldenius,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8122-001,ACCTB8122-001-20221-MSNE,18,0,True,False,18,In-person,False,True
30958,"[{'id': 37872, 'location': 'Kravis 490', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}, {'id': 37873, 'location': 'Kravis 490', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Global Economic Environment III: Financial Markets and the Macroeconomy,BUECB8251-002-20221-EMBA,Frederic Mishkin,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8251-002,BUECB8251-002-20221-EMBA,0,0,True,False,1,In-person,False,True
30959,"[{'id': 37874, 'location': 'Kravis 820', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Economics of Strategic Behavior,BUECB8216-002-20221-EMBA,Maria Laura Doval,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-002,BUECB8216-002-20221-EMBA,1,0,True,False,1,In-person,False,True
30960,"[{'id': 37875, 'location': 'Kravis 820', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) Economics of Strategic Behavior,BUECB8216-002-20221-MSBA,Maria Laura Doval,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-002,BUECB8216-002-20221-MSBA,0,0,True,False,0,In-person,False,True
30961,"[{'id': 37876, 'location': 'Kravis 820', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) Economics of Strategic Behavior,BUECB8216-002-20221-MSNE,Maria Laura Doval,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8216-002,BUECB8216-002-20221-MSNE,0,0,True,False,0,In-person,False,True
30962,"[{'id': 37879, 'location': 'Kravis 490', 'day': 1, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37880, 'location': 'Kravis 490', 'day': 3, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Financial Planning & Analysis,ACCTB8007-001-20221-MSPHD,Tim Baldenius,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8007-001,ACCTB8007-001-20221-MSPHD,5,0,True,False,5,In-person,False,True
30963,"[{'id': 37881, 'location': 'Kravis 490', 'day': 1, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37882, 'location': 'Kravis 490', 'day': 3, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],17.0,(MBA - A Term) Financial Planning & Analysis,ACCTB8007-001-20221-MSBA,Tim Baldenius,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8007-001,ACCTB8007-001-20221-MSBA,17,0,True,False,17,In-person,False,True
30964,"[{'id': 37883, 'location': 'Kravis 490', 'day': 1, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37884, 'location': 'Kravis 490', 'day': 3, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],17.0,(MBA - A Term) Financial Planning & Analysis,ACCTB8007-001-20221-MSNE,Tim Baldenius,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8007-001,ACCTB8007-001-20221-MSNE,17,0,True,False,17,In-person,False,True
30965,"[{'id': 37887, 'location': 'Kravis 490', 'day': 1, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37888, 'location': 'Kravis 490', 'day': 3, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],5.0,(MBA - A Term) Financial Planning & Analysis,ACCTB8007-002-20221-MSPHD,Tim Baldenius,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8007-002,ACCTB8007-002-20221-MSPHD,0,0,True,False,5,In-person,False,True
30966,"[{'id': 37889, 'location': 'Kravis 490', 'day': 1, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37890, 'location': 'Kravis 490', 'day': 3, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],20.0,(MBA - A Term) Financial Planning & Analysis,ACCTB8007-002-20221-MSBA,Tim Baldenius,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8007-002,ACCTB8007-002-20221-MSBA,20,0,True,False,20,In-person,False,True
30967,"[{'id': 37891, 'location': 'Kravis 490', 'day': 1, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}, {'id': 37892, 'location': 'Kravis 490', 'day': 3, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],19.0,(MBA - A Term) Financial Planning & Analysis,ACCTB8007-002-20221-MSNE,Tim Baldenius,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8007-002,ACCTB8007-002-20221-MSNE,19,0,True,False,19,In-person,False,True
30968,"[{'id': 37893, 'location': 'Kravis 690', 'day': 1, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Accounting for Value,ACCTB8022-001-20221-EMBA,Stephen Penman,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8022-001,ACCTB8022-001-20221-EMBA,1,0,True,False,2,In-person,False,True
30969,"[{'id': 37894, 'location': 'Kravis 690', 'day': 1, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],26.0,(MBA - Full Term) Accounting for Value,ACCTB8022-001-20221-MSPHD,Stephen Penman,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8022-001,ACCTB8022-001-20221-MSPHD,9,0,True,False,26,In-person,False,True
30970,"[{'id': 37895, 'location': 'Kravis 870', 'day': 3, 'starttime': '10:20:00', 'endtime': '13:35:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],0.0,(MBA - Full Term) FinTech: Consumer Financial Services,BUECB8255-001-20221-EMBA,Stephen Zeldes,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8255-001,BUECB8255-001-20221-EMBA,0,0,True,False,0,In-person,False,True
30971,"[{'id': 38632, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38633, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38634, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38635, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38636, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 39268, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}]",[],5.0,(EMBA-NY Saturday Electives) Public Policy and the Healthcare Industry,MGMTB7578-001-20221-MBA,Neal Masia,1.5,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7578-001,MGMTB7578-001-20221-MBA,4,0,False,False,5,In-person,False,True
30972,"[{'id': 37896, 'location': 'Geffen 640', 'day': 3, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-03-04'}]",[],10.0,(MBA - A Term) Foundations of VC (Half Term),FINCB8439-F02-20221-MBA,Angela Lee,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8439-F02,FINCB8439-F02-20221-MBA,10,0,True,False,10,In-person. Reserved seating for First-Year. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30973,"[{'id': 37897, 'location': 'Geffen 640', 'day': 1, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37898, 'location': 'Geffen 640', 'day': 3, 'starttime': '14:00:00', 'endtime': '15:30:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],10.0,(MBA - B Term) Organizational Change,MGMTB8507-S02-20221-MBA,Todd Jick,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8507-S02,MGMTB8507-S02-20221-MBA,10,0,True,False,10,In-person. Reserved seating for 2nd Year Students. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30974,"[{'id': 37899, 'location': 'Geffen 640', 'day': 1, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37900, 'location': 'Geffen 640', 'day': 3, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],10.0,(MBA - B Term) Organizational Change,MGMTB8507-S01-20221-MBA,Todd Jick,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8507-S01,MGMTB8507-S01-20221-MBA,10,0,True,False,10,In-person. Reserved seating for 2nd Year Students. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30976,"[{'id': 38756, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-07', 'enddate': '2022-02-07'}, {'id': 38757, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-08', 'enddate': '2022-02-08'}, {'id': 38759, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-09', 'enddate': '2022-02-09'}, {'id': 38760, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-10', 'enddate': '2022-02-10'}, {'id': 38761, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-11', 'enddate': '2022-02-11'}]",[],,LBS Exchange Course - Equity Investment Management,Equity Investment Management,,3.0,,FINCB5908-300-20221-EMBA,4,0,True,False,4,,False,True
30977,"[{'id': 38762, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-07', 'enddate': '2022-02-07'}, {'id': 38763, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-08', 'enddate': '2022-02-08'}, {'id': 38764, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-09', 'enddate': '2022-02-09'}, {'id': 38766, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-10', 'enddate': '2022-02-10'}, {'id': 38767, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-11', 'enddate': '2022-02-11'}]",[],,LBS Exchange - Advanced Corporate Finance,Advanced Corporate Finance,,3.0,,FINCB5907-300-20221-EMBA,1,0,True,False,1,,False,True
30978,"[{'id': 38773, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-07', 'enddate': '2022-02-07'}, {'id': 38774, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-08', 'enddate': '2022-02-08'}, {'id': 38775, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-09', 'enddate': '2022-02-09'}, {'id': 38776, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-10', 'enddate': '2022-02-10'}, {'id': 38777, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-11', 'enddate': '2022-02-11'}]",[],,LBS Exchange Course - The Future of Work,The Future of Work,,3.0,,MGMTB5947-300-20221-EMBA,2,0,True,False,2,,False,True
30979,"[{'id': 38768, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-07', 'enddate': '2022-02-07'}, {'id': 38769, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-08', 'enddate': '2022-02-08'}, {'id': 38770, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-09', 'enddate': '2022-02-09'}, {'id': 38771, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-10', 'enddate': '2022-02-10'}, {'id': 38772, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-11', 'enddate': '2022-02-11'}]",[],,LBS Exchange - Banking and Monetary Policy in the Global Economy,Banking and Monetary Policy in the Global Economy,,3.0,,BUECB5960-300-20221-EMBA,2,0,True,False,2,,False,True
30980,"[{'id': 38778, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-07', 'enddate': '2022-02-07'}, {'id': 38779, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-08', 'enddate': '2022-02-08'}, {'id': 38780, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-09', 'enddate': '2022-02-09'}, {'id': 38782, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-10', 'enddate': '2022-02-10'}, {'id': 38783, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-02-11', 'enddate': '2022-02-11'}]",[],,LBS Exchange Course - Social Media and Internet Marketing,Social Media and Internet Marketing,,3.0,,MRKTB5978-300-20221-EMBA,2,0,True,False,2,,False,True
30981,"[{'id': 38784, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-21', 'enddate': '2022-03-21'}, {'id': 38785, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-22', 'enddate': '2022-03-22'}, {'id': 38786, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-23', 'enddate': '2022-03-23'}, {'id': 38787, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-24', 'enddate': '2022-03-24'}, {'id': 38788, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}]",[],,LBS Exchange Course - World Economy: Problems & Prospects,World Economy: Problems & Prospects,,3.0,,BUECB5919-300-20221-EMBA,1,0,True,False,1,,False,True
30982,"[{'id': 38789, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-21', 'enddate': '2022-03-21'}, {'id': 38790, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-22', 'enddate': '2022-03-22'}, {'id': 38791, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-23', 'enddate': '2022-03-23'}, {'id': 38792, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-24', 'enddate': '2022-03-24'}, {'id': 38793, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}]",[],,LBS Exchange Course - Managing the Growing Business,Managing the Growing Business,,3.0,,MGMTB5928-300-20221-EMBA,3,0,True,False,3,,False,True
30983,[],[],,HKU Elective - Digital Transformation,Digital Transformation,,3.0,,MRKTB5993-400-20221-EMBA,1,0,True,False,40,,False,True
30984,[],[],,HKU Elective: The New World Order,The New World Order,,3.0,,BUECB5939-400-20221-EMBA,9,0,True,False,40,The New World Order: Opportunities and Risks in the Global Economy with an Emerging China,False,True
30985,"[{'id': 37901, 'location': 'Kravis 440', 'day': 1, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],10.0,(MBA - B Term) Foundations of VC (Half Term),FINCB8439-F03-20221-MBA,,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8439-F03,FINCB8439-F03-20221-MBA,10,0,False,False,10,In-person,False,True
